City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,sujiatun,41.6592,123.3392,30.1,42,0,2.0,CN,1724825751
297,tiksi,71.6872,128.8694,3.97,77,90,5.16,RU,1724825752
298,santana,-0.0583,-51.1817,26.1,89,0,1.03,BR,1724825753
299,hailar,49.2,119.7,25.62,30,15,5.48,CN,1724825754
300,sarkand,45.41,79.9186,27.06,20,90,4.35,KZ,1724825755
301,barcelona,41.3888,2.159,25.02,81,20,2.06,ES,1724825739
302,nuuk,64.1835,-51.7216,7.34,87,100,1.03,GL,1724825758
303,pontivy,48.0,-3.0,14.73,78,16,0.97,FR,1724825759
304,chinchilla,-26.75,150.6333,31.68,31,0,0.89,AU,1724825760
305,constantia,44.1833,28.65,20.39,81,85,6.55,RO,1724825646
306,dondo,-19.6094,34.7431,25.59,60,0,3.32,MZ,1724825763
307,fort bragg,35.139,-79.006,24.91,84,0,1.54,US,1724825764
308,caleta de carquin,-11.0925,-77.6267,15.94,87,31,4.83,PE,1724825765
309,fale old settlement,-9.3852,-171.2468,28.35,73,2,5.59,TK,1724825766
310,taro,-8.3862,115.28,30.31,31,44,2.38,ID,1724825767
311,tofol,5.3248,163.0078,27.5,79,99,4.88,FM,1724825769
312,tazacorte,28.629,-17.9293,22.54,91,75,5.66,ES,1724825770
313,portland,45.5234,-122.6762,15.37,70,6,1.34,US,1724825708
314,gilgit,35.9221,74.3087,25.79,44,34,3.1,PK,1724825772
315,tarko-sale,64.9225,77.785,20.33,56,32,3.94,RU,1724825773
316,simav,39.0882,28.9777,20.93,62,0,2.4,TR,1724825775
317,tura,25.5198,90.2201,28.97,84,47,1.29,IN,1724825776
318,bardai,11.65,7.2333,21.21,96,100,4.8,NG,1724825777
319,ta`u,-14.2336,-169.5144,26.1,79,21,3.16,AS,1724825778
320,pacasmayo,-7.4006,-79.5714,16.36,93,71,3.09,PE,1724825779
321,ascencion de guarayos,-15.8963,-63.1881,17.93,46,1,1.11,BO,1724825781
322,bloemhof,-27.6469,25.607,7.09,60,0,3.91,ZA,1724825782
323,vrangel',42.7297,133.0839,21.91,67,2,1.55,RU,1724825784
324,new norfolk,-42.7826,147.0587,9.4,94,97,5.1,AU,1724825785
325,buckhannon,38.994,-80.232,22.74,77,44,0.45,US,1724825787
326,rio casca,-20.2261,-42.6508,13.07,90,20,1.74,BR,1724825788
327,huarmey,-10.0681,-78.1522,16.86,87,39,3.89,PE,1724825789
328,hietzing,48.1853,16.2994,23.21,79,38,0.45,AT,1724825790
329,lensk,60.7253,114.9278,13.21,97,100,0.55,RU,1724825792
330,zeya,53.75,127.2667,15.32,94,100,2.16,RU,1724825793
331,bamboo flat,11.7,92.7167,29.05,79,100,6.17,IN,1724825794
332,talcahuano,-36.7167,-73.1167,4.82,93,0,2.57,CL,1724825795
333,moyynkum,44.2914,72.9469,26.08,26,100,6.54,KZ,1724825797
334,an nuhud,12.7,28.4333,24.62,80,100,4.13,SD,1724825798
335,kittila,67.6647,24.8936,10.08,66,0,3.09,FI,1724825799
336,hasaki,35.7333,140.8333,28.36,72,46,3.9,JP,1724825800
337,iskateley,67.6803,53.1512,16.0,59,7,8.86,RU,1724825801
338,santa cruz,-17.8,-63.1667,19.7,34,24,4.12,BO,1724825739
339,nouadhibou,20.931,-17.0347,21.92,88,72,7.37,MR,1724825804
340,ribeira brava,32.65,-17.0667,21.51,73,4,0.8,PT,1724825805
341,neftegorsk,52.802,51.166,23.18,50,2,1.45,RU,1724825806
342,puerto armuelles,8.2833,-82.8667,25.61,84,76,1.34,PA,1724825807
343,kidal,18.4411,1.4078,26.41,68,96,10.05,ML,1724825808
344,portage la prairie,49.9728,-98.2926,11.61,69,0,2.08,CA,1724825810
345,enewetak,11.3474,162.3373,28.91,82,100,8.4,MH,1724825811
346,mar del plata,-38.0023,-57.5575,7.85,90,7,0.89,AR,1724825098
347,mount pearl,47.5166,-52.7813,17.86,92,20,8.75,CA,1724825812
348,tromso,69.6496,18.957,11.01,87,75,5.66,NO,1724825526
349,lagoa,39.05,-27.9833,22.22,67,77,3.14,PT,1724825816
350,laminusa,5.5549,120.9136,28.62,74,84,2.82,PH,1724825817
351,buctzotz,21.2,-88.7833,24.28,95,99,1.47,MX,1724825818
352,bayganin,48.6947,55.8742,23.37,32,0,4.92,KZ,1724825819
353,ngetkib,7.3645,134.5148,32.14,66,75,2.66,PW,1724825820
354,nyurba,63.2842,118.3319,13.58,45,100,2.9,RU,1724825822
355,ust'-kulom,61.6864,53.6902,12.61,85,100,3.04,RU,1724825824
356,pelotas,-31.7719,-52.3425,9.36,98,0,0.6,BR,1724825462
357,vilyuysk,63.7553,121.6247,14.23,38,36,3.98,RU,1724825826
358,nazyvayevsk,55.5698,71.3529,18.78,61,4,2.79,RU,1724825828
359,canton,23.1167,113.25,36.26,46,74,3.96,CN,1724825603
360,uliastay,47.7417,96.8444,24.25,25,60,6.77,MN,1724825830
361,road town,18.4167,-64.6167,27.95,67,5,8.16,VG,1724825833
362,as sulayyil,20.4607,45.5779,39.56,12,71,2.44,SA,1724825834
363,sovetsk,55.0839,21.8785,16.52,71,20,2.88,RU,1724825835
364,san ignacio de velasco,-16.3667,-60.95,20.0,35,0,1.14,BO,1724825836
365,sabha,27.0377,14.4283,29.84,30,1,3.82,LY,1724825837
366,san antonio de pale,-1.4014,5.6325,23.16,81,100,4.77,GQ,1724825839
367,cotonou,6.3654,2.4183,24.99,88,40,3.6,BJ,1724825840
368,bardejov,49.2918,21.2727,19.6,74,11,2.43,SK,1724825841
369,port alfred,-33.5906,26.891,12.32,75,68,3.13,ZA,1724825844
370,salahonda,2.1019,-78.7217,25.91,86,62,4.2,CO,1724825845
371,nurabad,34.0734,47.9725,31.18,10,0,1.12,IR,1724825846
372,port douglas,-16.4833,145.4667,24.4,80,69,6.48,AU,1724825847
373,novoishimskiy,53.1981,66.7694,19.13,61,1,2.49,KZ,1724825848
374,kolonia town,6.964,158.206,27.0,94,100,1.54,FM,1724825850
375,rumyantsevo,55.9728,36.5342,18.8,76,80,3.28,RU,1724825851
376,maych'ew,12.7875,39.5422,14.79,87,100,0.88,ET,1724825852
377,kangding,30.0513,101.9603,25.79,61,78,3.28,CN,1724825853
378,ryde,50.73,-1.1621,17.56,59,89,0.89,GB,1724825854
379,rio grande,-32.035,-52.0986,10.73,88,0,1.38,BR,1724825856
380,constitucion,-35.3333,-72.4167,8.15,71,87,2.07,CL,1724825857
381,oelwein,42.6733,-91.9135,22.57,95,56,1.66,US,1724825858
382,prince albert,53.2001,-105.7677,17.97,72,20,4.63,CA,1724825859
383,woodland park,40.8898,-74.1949,23.1,82,75,3.09,US,1724825860
384,tan-tan,28.438,-11.1032,19.97,77,75,7.72,MA,1724825862
385,lompoc,34.6391,-120.4579,13.96,94,100,1.54,US,1724825795
386,kone,-21.0595,164.8658,24.21,51,24,3.01,NC,1724825865
387,kajaani,64.2273,27.7285,11.03,82,0,3.09,FI,1724825852
388,manakara,-22.1333,48.0167,23.07,67,5,4.52,MG,1724825868
389,broken hill,-31.95,141.4333,21.84,24,0,8.48,AU,1724825869
390,kluczbork,50.9728,18.2182,19.92,66,8,4.84,PL,1724825870
391,port augusta,-32.5,137.7667,20.47,34,0,5.34,AU,1724825871
392,devecser,47.1032,17.438,25.03,69,31,0.97,HU,1724825872
393,preobrazheniye,42.9019,133.9064,23.69,64,0,2.25,RU,1724825874
394,mana,5.6592,-53.7767,23.97,90,71,2.43,GF,1724825875
395,puerto gaitan,4.3133,-72.0816,24.63,76,86,2.88,CO,1724825793
396,guiuan,11.0333,125.7247,29.95,71,99,4.31,PH,1724825877
397,kerikeri,-35.2268,173.9474,13.84,87,67,1.34,NZ,1724825842
398,umluj,25.0213,37.2685,32.58,65,42,2.27,SA,1724825880
399,san lawrenz,36.0553,14.204,26.41,77,34,0.81,MT,1724825881
400,st. john's,47.5649,-52.7093,18.32,91,20,8.75,CA,1724825676
401,ashburton,-37.8626,145.0794,14.45,73,92,3.58,AU,1724825883
402,suva,-18.1416,178.4415,22.71,68,75,2.57,FJ,1724825639
403,ivins,37.1686,-113.6794,26.62,17,0,1.93,US,1724825886
404,sao lourenco do oeste,-26.3592,-52.8511,10.26,60,95,1.22,BR,1724825887
405,ahvaz,31.3203,48.6693,39.97,18,0,0.0,IR,1724825888
406,auki,-8.7676,160.7034,28.33,76,34,2.19,SB,1724825889
407,itaituba,-4.2761,-55.9836,24.83,48,15,0.03,BR,1724825891
408,bure,10.7,37.0667,15.0,97,100,1.04,ET,1724825892
409,isla del bosque,22.7333,-105.85,27.87,81,57,1.22,MX,1724825893
410,kununurra,-15.7667,128.7333,36.99,15,94,6.69,AU,1724825894
411,ofunato,39.0717,141.7167,25.21,93,100,2.55,JP,1724825895
412,copiapo,-27.3667,-70.3333,11.24,79,5,0.81,CL,1724825772
413,kingston,17.997,-76.7936,28.53,79,20,3.6,JM,1724825898
414,ust-tsilma,65.441,52.1498,18.7,53,48,4.53,RU,1724825899
415,mafinga,-7.25,35.0667,23.45,60,13,2.11,TZ,1724825900
416,miltenberg,49.7039,9.2644,19.11,80,0,1.58,DE,1724825901
417,maramba,-5.05,38.6167,20.36,77,61,1.79,TZ,1724825903
418,nicoya,10.1483,-85.452,23.81,95,100,0.62,CR,1724825904
419,kargil,34.5667,76.1,15.34,39,94,1.02,IN,1724825905
420,belel,7.05,14.4333,17.19,93,99,1.04,CM,1724825906
421,kruisfontein,-34.0033,24.7314,8.18,63,65,11.69,ZA,1724825908
422,port arthur,38.8,121.2667,30.12,62,58,0.51,CN,1724825909
423,tanout,14.9709,8.8879,26.28,70,99,6.27,NE,1724825910
424,moyale,3.5167,39.0584,20.6,77,77,5.82,KE,1724825911
425,webster city,42.4694,-93.816,19.15,100,0,2.06,US,1724825912
426,villa regina,-39.1,-67.0667,6.66,30,99,0.45,AR,1724825914
427,touros,-5.1989,-35.4608,22.42,89,64,5.74,BR,1724825915
428,pont rouge,48.8833,-72.0825,11.36,90,100,6.22,CA,1724825916
429,ash shafa,21.0694,40.3119,19.37,52,76,1.54,SA,1724825917
430,maraba,-5.3686,-49.1178,23.1,100,0,0.51,BR,1724825918
431,nelidovo,56.2211,32.7774,17.61,61,24,3.31,RU,1724825920
432,mazagao,-0.115,-51.2894,23.18,95,99,1.72,BR,1724825922
433,noosa heads,-26.3833,153.15,24.34,67,0,8.22,AU,1724825923
434,onguday,50.75,86.15,19.94,46,20,2.51,RU,1724825924
435,minas de marcona,-15.2119,-75.1103,10.38,88,62,3.66,PE,1724825926
436,mukalla,14.5425,49.1242,29.73,70,91,1.67,YE,1724825927
437,sigmaringen,48.0833,9.2167,15.2,96,3,0.89,DE,1724825928
438,ivdel',60.6911,60.4206,22.52,57,49,4.08,RU,1724825929
439,lichuan,30.3,108.85,25.31,69,96,2.2,CN,1724825931
440,matoury,4.8483,-52.3317,22.98,100,75,0.51,GF,1724825932
441,banff,51.1762,-115.5698,6.21,87,90,2.57,CA,1724825933
442,sur,22.5667,59.5289,36.15,40,44,3.51,OM,1724825934
443,tabas,33.5959,56.9244,37.01,10,0,2.18,IR,1724825936
444,priekule,56.4468,21.5897,16.03,66,100,1.98,LV,1724825937
445,ashbourne,53.5108,-6.4272,15.14,83,4,2.08,IE,1724825938
446,qingnian,36.8456,115.7117,27.78,61,5,3.85,CN,1724825939
447,uturoa,-16.7333,-151.4333,25.14,73,86,6.48,PF,1724825940
448,salekhard,66.53,66.6019,19.26,56,36,4.35,RU,1724825942
449,luoyang,34.6836,112.4536,29.4,42,9,4.67,CN,1724825943
450,nova vicosa,-17.8919,-39.3719,21.98,76,99,6.83,BR,1724825944
451,baharly,38.4362,57.4316,31.47,15,0,2.61,TM,1724825891
452,nar'yan-mar,67.6713,53.087,15.97,59,7,8.89,RU,1724825946
453,orchard homes,46.8633,-114.0484,12.4,72,100,1.79,US,1724825947
454,axum,14.1245,38.7244,14.93,90,100,2.06,ET,1724825949
455,mandalgovi,45.7625,106.2708,27.83,28,55,5.07,MN,1724825950
456,birjand,32.8663,59.2211,32.26,10,0,3.09,IR,1724825951
457,cockburn town,21.4612,-71.1419,28.45,77,14,7.16,TC,1724825952
458,isangel,-19.55,169.2667,25.06,57,75,3.09,VU,1724825954
459,tottori,35.5,134.2333,30.04,74,75,7.72,JP,1724825955
460,varna,43.2167,27.9167,20.08,83,75,3.6,BG,1724825956
461,kilindoni,-7.9139,39.6668,25.47,75,11,5.9,TZ,1724825957
462,rabigh,22.7986,39.0349,32.75,62,53,3.37,SA,1724825815
463,ghat,24.9647,10.1728,29.59,21,0,2.3,LY,1724825960
464,muisne,0.6,-80.0333,23.43,90,100,3.97,EC,1724825961
465,barah,13.7,30.3667,25.84,75,98,2.95,SD,1724825962
466,sangkhla buri,15.1555,98.4536,27.93,84,98,1.26,TH,1724825963
467,tadjourah,12.0,42.5,27.02,63,83,2.37,DJ,1724825964
468,zakynthos,37.7914,20.8953,26.62,74,20,0.0,GR,1724825966
469,tezu,27.9167,96.1667,35.36,47,89,1.65,IN,1724825967
470,korocha,50.8107,37.1953,25.31,31,98,4.97,RU,1724825968
471,turbat,26.0023,63.044,32.47,51,100,1.4,PK,1724825969
472,al jawf,29.5,38.75,29.95,34,15,6.17,SA,1724825970
473,korla,41.7597,86.1469,33.86,20,85,7.2,CN,1724825972
474,boguchany,58.3814,97.4531,14.9,92,100,0.98,RU,1724825973
475,port hedland,-20.3167,118.5667,38.03,8,41,5.14,AU,1724825714
476,nkpor,6.1516,6.8446,22.26,98,98,1.17,NG,1724825975
477,sao tome,0.3365,6.7273,24.65,82,93,4.11,ST,1724825976
478,sinan,34.8262,126.1086,25.18,85,7,6.12,KR,1724825978
479,coahuayana de hidalgo,18.7,-103.6583,26.15,94,100,0.82,MX,1724825979
480,lata,40.1629,-8.3327,10.34,94,17,1.0,PT,1724825980
481,kapuskasing,49.4169,-82.4331,10.05,87,75,2.06,CA,1724825982
482,acajutla,13.5928,-89.8275,26.43,87,85,2.39,SV,1724825983
483,marsh harbour,26.5412,-77.0636,28.63,75,5,5.35,BS,1724825984
484,nabagram,22.2881,88.5092,32.36,65,85,3.13,IN,1724825985
485,olinda,-8.0089,-34.8553,23.85,83,75,4.12,BR,1724825776
486,porto novo,6.4965,2.6036,24.9,93,92,2.17,BJ,1724825988
487,cochin,9.9399,76.2602,29.99,71,100,3.0,IN,1724825989
488,emmett,43.8735,-116.4993,18.1,22,3,6.9,US,1724825990
489,aleksandrovsk-sakhalinskiy,50.8975,142.1561,20.28,75,37,4.07,RU,1724825991
490,arno,60.1167,18.6333,16.17,72,84,4.76,SE,1724825993
491,wenzhou,27.9994,120.6668,28.62,84,98,1.46,CN,1724825994
492,machico,32.7,-16.7667,21.51,73,40,3.09,PT,1724825995
493,trinidad,-14.8333,-64.9,20.25,43,2,1.5,BO,1724825996
494,fort-shevchenko,44.5086,50.263,28.56,38,0,6.82,KZ,1724825997
495,flin flon,54.7682,-101.865,12.62,68,29,5.53,CA,1724825712
496,argo,37.6333,22.7333,28.54,36,16,1.84,GR,1724826000
497,bakchar,57.0186,82.0711,17.39,75,87,1.68,RU,1724826001
498,likiep,9.8251,169.3107,28.73,77,84,4.74,MH,1724826002
499,kill devil hills,36.0307,-75.676,25.55,91,0,0.0,US,1724826003
500,konstantinovka,49.6167,127.9833,26.64,50,100,8.41,RU,1724826005
501,harper,4.375,-7.7169,24.16,89,100,6.62,LR,1724826006
502,belo sur tsiribihina,-19.7,44.55,27.25,53,2,2.11,MG,1724826008
503,taltal,-25.4,-70.4833,13.1,79,11,0.87,CL,1724826010
504,smirnykh,49.75,142.8333,22.55,80,23,3.17,RU,1724826011
505,east london,-33.0153,27.9116,13.52,62,0,3.6,ZA,1724826012
506,baruun-urt,46.6806,113.2792,27.29,28,37,2.13,MN,1724826013
507,nova sintra,14.8667,-24.7167,26.45,81,64,1.86,CV,1724826014
508,shahpura,27.3833,75.9667,29.4,62,54,4.92,IN,1724826016
509,lihue,21.9789,-159.3672,25.77,77,40,5.66,US,1724826017
510,novyy urgal,51.0736,132.5642,25.0,43,51,4.83,RU,1724826018
511,hendrina,-26.1588,29.7153,14.34,17,0,2.15,ZA,1724826019
512,khandyga,62.6667,135.6,13.87,48,87,1.92,RU,1724826020
513,page,36.9147,-111.4558,26.49,25,0,0.89,US,1724826022
514,lilongwe,-13.9669,33.7873,21.11,68,2,1.54,MW,1724826023
515,kashgar,39.4547,75.9797,25.56,50,0,2.0,CN,1724826024
516,pleiku,13.9833,108.0,27.18,67,95,3.62,VN,1724826026
517,kyzyl-mazhalyk,51.1333,90.6,22.55,31,3,1.4,RU,1724826027
518,xai-xai,-25.0519,33.6442,24.98,56,0,6.65,MZ,1724826028
519,oranjemund,-28.55,16.4333,12.21,72,93,6.87,NA,1724826029
520,xiulin,29.7167,112.4,27.31,66,62,5.89,CN,1724826030
521,acarau,-2.8856,-40.12,24.83,74,100,6.55,BR,1724826032
522,cannonvale,-20.2833,148.7,22.66,73,1,4.61,AU,1724826033
523,celestun,20.8667,-90.4,26.62,82,29,4.2,MX,1724826034
524,ketchikan,55.3422,-131.6461,14.26,82,100,2.06,US,1724826035
525,port-vila,-17.7338,168.3219,23.78,73,75,7.72,VU,1724826039
526,alta,69.9689,23.2717,13.59,71,40,1.03,NO,1724826041
527,narasannapeta,18.4167,84.05,27.17,85,100,4.59,IN,1724826043
528,karema,-6.8205,30.4389,26.68,50,5,3.33,TZ,1724826044
529,val-d'or,48.1002,-77.7828,9.05,81,100,7.2,CA,1724826045
530,westport,41.1415,-73.3579,23.28,85,17,1.79,US,1724826046
531,menongue,-14.6585,17.691,15.52,23,8,2.15,AO,1724826047
532,batticaloa,7.7102,81.6924,30.07,59,97,2.96,LK,1724826049
533,ceret,42.4853,2.748,19.6,75,0,1.67,FR,1724826050
534,stowbtsy,53.4785,26.7434,20.52,73,1,4.21,BY,1724826051
535,abilene,32.4487,-99.7331,24.54,72,0,4.12,US,1724825960
536,brookings,44.3114,-96.7984,16.36,97,100,0.0,US,1724826055
537,singkil,-7.9855,111.4161,33.37,35,98,4.38,ID,1724826056
538,salaqi,40.5414,110.5108,27.98,40,76,2.73,CN,1724826057
539,pandan,14.0453,124.1694,29.84,71,100,5.28,PH,1724826058
540,lamia,38.9,22.4333,28.55,36,1,1.14,GR,1724826060
541,valuyki,50.2035,38.1067,26.69,27,100,5.63,RU,1724826061
542,patan,27.6667,85.3333,28.21,65,75,1.54,NP,1724826062
543,merritt island,28.5392,-80.672,28.92,85,0,3.09,US,1724826063
544,canacona,14.9959,74.0506,27.73,80,74,5.58,IN,1724826064
545,wotho,10.1657,166.0102,28.57,80,97,5.39,MH,1724826066
546,bandon,51.7469,-8.7425,14.77,93,85,4.45,IE,1724826067
547,peniche,39.3558,-9.3811,18.45,95,34,3.57,PT,1724826068
548,panji,-7.7253,114.0995,31.48,44,79,5.08,ID,1724826070
549,howard springs,-12.497,131.047,31.95,53,79,1.78,AU,1724826071
550,beipiao,41.7919,120.7792,28.59,46,2,2.35,CN,1724826072
551,viedma,-40.8135,-62.9967,5.23,56,98,3.27,AR,1724826074
552,catia la mar,10.6038,-67.0303,28.11,65,79,1.54,VE,1724826075
553,puerto colombia,10.9878,-74.9547,29.05,85,88,8.41,CO,1724826076
554,el kala,36.8956,8.4433,24.67,63,21,0.62,DZ,1724826077
555,forster,-32.1667,152.5167,29.6,33,54,4.19,AU,1724826079
556,magadan,59.5667,150.8,14.39,74,41,3.75,RU,1724826080
557,sinop,41.7711,34.8709,21.13,74,68,1.46,TR,1724826081
558,lijiang,26.8688,100.2207,24.83,53,22,2.5,CN,1724826083
559,barro alto,-11.7608,-41.9117,15.73,77,5,3.23,BR,1724826084
560,belousovka,50.1339,82.5239,21.47,43,40,5.0,KZ,1724826085
561,tralee,52.2704,-9.7026,15.14,94,75,3.6,IE,1724826086
562,daru,-9.0763,143.2092,26.06,73,62,5.41,PG,1724826087
563,governador valadares,-18.8511,-41.9494,20.09,67,100,2.62,BR,1724826089
564,rib mountain,44.9128,-89.6754,19.83,89,100,4.63,US,1724826090
565,san fernando,15.0286,120.6898,29.85,97,99,3.53,PH,1724826091
566,walvis bay,-22.9575,14.5053,11.99,79,0,7.13,NA,1724826094
567,kozan,37.4552,35.8157,27.15,71,25,1.72,TR,1724826095
568,lame,10.4415,9.2396,21.19,94,100,2.63,NG,1724826096
569,debre tabor,11.85,38.0167,12.19,89,100,1.15,ET,1724826097
570,tobelo,1.7284,128.0095,28.74,74,40,1.09,ID,1724826098
571,saint-philippe,-21.3585,55.7679,20.37,71,51,8.29,RE,1724826100
572,iquique,-20.2208,-70.1431,15.38,73,72,2.03,CL,1724826101
573,pangai,-19.8,-174.35,23.06,73,20,0.0,TO,1724826102
574,nazir town,33.3061,73.4833,27.11,72,84,4.04,PK,1724826103
575,eyl,7.9803,49.8164,30.25,56,82,9.46,SO,1724826104
576,novodvinsk,64.4165,40.8122,14.86,50,41,4.97,RU,1724826106
577,plain city,41.298,-112.0861,21.22,47,1,0.89,US,1724826107
578,geraldton,-28.7667,114.6,22.23,68,75,4.63,AU,1724826108
579,urengoy,65.9667,78.3667,17.93,66,63,3.41,RU,1724826109
580,jaffna,9.6685,80.0074,28.72,76,97,7.67,LK,1724826111
581,akrehamn,59.2667,5.1833,16.14,88,75,7.72,NO,1724826112
582,dikwa,12.024,13.9165,25.18,83,100,3.55,NG,1724826113
583,gohpur,26.8833,93.6333,34.63,58,50,2.23,IN,1724826114
584,manzanillo,20.3433,-77.1167,25.72,87,100,2.67,CU,1724826115
585,emerald,-23.5333,148.1667,28.52,36,1,3.64,AU,1724826117
586,pionerskiy,54.9508,20.2275,15.91,72,58,4.39,RU,1724825944
587,mirpur sakro,24.5474,67.6277,29.84,69,100,10.38,PK,1724826119
588,ranau,5.9538,116.6641,27.2,75,100,0.95,MY,1724826120
589,valparaiso,-33.0393,-71.6273,8.8,100,40,0.0,CL,1724826121
590,xining,36.6167,101.7667,26.76,50,17,2.44,CN,1724826118
591,sao felix do xingu,-6.6447,-51.995,25.75,37,26,0.44,BR,1724826124
592,ashmyany,54.425,25.9378,16.91,72,4,5.04,BY,1724826125
593,unai,-16.3575,-46.9061,21.1,48,0,1.6,BR,1724826126
594,puerto deseado,-47.7503,-65.8938,5.92,60,72,8.56,AR,1724826127
